,Patient,Gene1,Gene2,Edge,Curvature,Response
40857,NCIH441_LUNG,MRPL12,MRPS2,MRPL12;MRPS2,0.51,0
40858,NCIH441_LUNG,MRPL12,MRPL19,MRPL12;MRPL19,0.49,0
40859,NCIH441_LUNG,MRPL12,RPS5,MRPL12;RPS5,-0.16,0
40860,NCIH441_LUNG,MRPL12,POLR1C,MRPL12;POLR1C,0.22,0
40861,NCIH441_LUNG,KIF2C,AURKA,KIF2C;AURKA,0.4,0
40862,NCIH441_LUNG,KIF2C,CCNB1,KIF2C;CCNB1,0.26,0
40863,NCIH441_LUNG,KIF2C,CENPE,KIF2C;CENPE,0.4,0
40864,NCIH441_LUNG,KIF2C,CCNB2,KIF2C;CCNB2,0.34,0
40865,NCIH441_LUNG,KIF2C,MELK,KIF2C;MELK,0.46,0
40866,NCIH441_LUNG,KIF2C,PLK1,KIF2C;PLK1,0.27,0
40867,NCIH441_LUNG,KIF2C,BIRC5,KIF2C;BIRC5,0.39,0
40868,NCIH441_LUNG,KIF2C,AURKB,KIF2C;AURKB,0.44,0
40869,NCIH441_LUNG,KIF2C,UBE2C,KIF2C;UBE2C,0.46,0
40870,NCIH441_LUNG,KIF2C,KIF14,KIF2C;KIF14,0.35,0
40871,NCIH441_LUNG,KIF2C,NUSAP1,KIF2C;NUSAP1,0.42,0
40872,NCIH441_LUNG,KIF2C,CDK1,KIF2C;CDK1,0.23,0
40873,NCIH441_LUNG,KIF2C,KIF20A,KIF2C;KIF20A,0.5,0
40874,NCIH441_LUNG,KIF2C,CCNA2,KIF2C;CCNA2,0.2,0
40875,NCIH441_LUNG,KIF2C,TOP2A,KIF2C;TOP2A,0.44,0
40876,NCIH441_LUNG,KIF2C,CDC20,KIF2C;CDC20,0.39,0
40877,NCIH441_LUNG,KIF2C,CDC45,KIF2C;CDC45,0.19,0
40878,NCIH441_LUNG,CAPN1,BAX,CAPN1;BAX,0.09,0
40879,NCIH441_LUNG,CAPN1,BID,CAPN1;BID,0.15,0
40880,NCIH441_LUNG,CLTB,CLTC,CLTB;CLTC,-0.01,0
40881,NCIH441_LUNG,CLTB,EPN2,CLTB;EPN2,0.77,0
40882,NCIH441_LUNG,DRAP1,TBP,DRAP1;TBP,0.27,0
40883,NCIH441_LUNG,PTPN1,PTPRF,PTPN1;PTPRF,0.33,0
40884,NCIH441_LUNG,PTPN1,SRC,PTPN1;SRC,-0.52,0
40885,NCIH441_LUNG,PTPN1,IGF1R,PTPN1;IGF1R,-0.15,0
40886,NCIH441_LUNG,PRKACA,NFKBIA,PRKACA;NFKBIA,-0.55,0
40887,NCIH441_LUNG,PRKACA,BAX,PRKACA;BAX,-1.05,0
40888,NCIH441_LUNG,PRKACA,FOS,PRKACA;FOS,-0.22,0
40889,NCIH441_LUNG,PRKACA,IGF1R,PRKACA;IGF1R,-0.37,0
40890,NCIH441_LUNG,PRKACA,JUN,PRKACA;JUN,-0.37,0
40891,NCIH441_LUNG,PRKACA,PTK2,PRKACA;PTK2,-0.51,0
40892,NCIH441_LUNG,PRKACA,CSNK1E,PRKACA;CSNK1E,-0.74,0
40893,NCIH441_LUNG,PRKACA,CREB1,PRKACA;CREB1,-0.16,0
40894,NCIH441_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.27,0
40895,NCIH441_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.73,0
40896,NCIH441_LUNG,PRKACA,BAD,PRKACA;BAD,-0.22,0
40897,NCIH441_LUNG,PRKACA,NCOA3,PRKACA;NCOA3,-0.05,0
40898,NCIH441_LUNG,FOS,CCND1,FOS;CCND1,-0.27,0
40899,NCIH441_LUNG,FOS,STAT3,FOS;STAT3,-0.15,0
40900,NCIH441_LUNG,FOS,NCOA3,FOS;NCOA3,0.11,0
40901,NCIH441_LUNG,FOS,MAPK9,FOS;MAPK9,-0.37,0
40902,NCIH441_LUNG,FOS,JUN,FOS;JUN,-0.01,0
40903,NCIH441_LUNG,FOS,SRC,FOS;SRC,-0.44,0
40904,NCIH441_LUNG,FOS,SMAD3,FOS;SMAD3,-0.28,0
40905,NCIH441_LUNG,FOS,CREB1,FOS;CREB1,-0.11,0
40906,NCIH441_LUNG,FOS,MYC,FOS;MYC,-0.51,0
40907,NCIH441_LUNG,FOS,STAT1,FOS;STAT1,-0.14,0
40908,NCIH441_LUNG,TFDP1,CDK2,TFDP1;CDK2,0.19,0
40909,NCIH441_LUNG,TFDP1,RB1,TFDP1;RB1,0.21,0
40910,NCIH441_LUNG,TFDP1,SMAD3,TFDP1;SMAD3,0.14,0
40911,NCIH441_LUNG,TFDP1,CCNA2,TFDP1;CCNA2,0.09,0
40912,NCIH441_LUNG,PHKB,PHKG2,PHKB;PHKG2,0.69,0
40913,NCIH441_LUNG,SMC3,PLK1,SMC3;PLK1,-0.51,0
40914,NCIH441_LUNG,SMC3,PDS5A,SMC3;PDS5A,0.49,0
40915,NCIH441_LUNG,SMC3,SMC1A,SMC3;SMC1A,0.51,0
40916,NCIH441_LUNG,APBB2,APP,APBB2;APP,-1.35,0
40917,NCIH441_LUNG,LRPAP1,RALA,LRPAP1;RALA,0.18,0
40918,NCIH441_LUNG,LRPAP1,RALGDS,LRPAP1;RALGDS,0.21,0
40919,NCIH441_LUNG,STXBP1,STX1A,STXBP1;STX1A,-1.19,0
40920,NCIH441_LUNG,STXBP1,STX4,STXBP1;STX4,-0.89,0
40921,NCIH441_LUNG,ETFB,HSD17B10,ETFB;HSD17B10,0.05,0
40922,NCIH441_LUNG,CCNE2,SKP1,CCNE2;SKP1,-0.4,0
40923,NCIH441_LUNG,CCNE2,CDK2,CCNE2;CDK2,-0.05,0
40924,NCIH441_LUNG,CCNE2,RB1,CCNE2;RB1,-0.15,0
40925,NCIH441_LUNG,CCNE2,CCNB2,CCNE2;CCNB2,-0.52,0
40926,NCIH441_LUNG,CCNE2,CDC25A,CCNE2;CDC25A,0.13,0
40927,NCIH441_LUNG,CCNE2,PCNA,CCNE2;PCNA,-0.39,0
40928,NCIH441_LUNG,CCNE2,CDK1,CCNE2;CDK1,-0.42,0
40929,NCIH441_LUNG,CCNE2,CDKN1A,CCNE2;CDKN1A,0.01,0
40930,NCIH441_LUNG,CCNE2,CCNA2,CCNE2;CCNA2,-0.32,0
40931,NCIH441_LUNG,SMC1A,PLK1,SMC1A;PLK1,-0.27,0
40932,NCIH441_LUNG,SMC1A,PDS5A,SMC1A;PDS5A,0.39,0
40933,NCIH441_LUNG,SMC1A,BRCA1,SMC1A;BRCA1,-0.32,0
40934,NCIH441_LUNG,PTK2,NCK2,PTK2;NCK2,0.14,0
40935,NCIH441_LUNG,PTK2,PTPN12,PTK2;PTPN12,0.25,0
40936,NCIH441_LUNG,PTK2,PIK3R3,PTK2;PIK3R3,0.33,0
40937,NCIH441_LUNG,PTK2,PIK3CA,PTK2;PIK3CA,0.31,0
40938,NCIH441_LUNG,PTK2,STAT3,PTK2;STAT3,0.13,0
40939,NCIH441_LUNG,PTK2,PXN,PTK2;PXN,0.33,0
40940,NCIH441_LUNG,PTK2,ERBB2,PTK2;ERBB2,0.22,0
40941,NCIH441_LUNG,PTK2,ITGB5,PTK2;ITGB5,0.24,0
40942,NCIH441_LUNG,PTK2,CRK,PTK2;CRK,0.33,0
40943,NCIH441_LUNG,PTK2,FOXO3,PTK2;FOXO3,0.07,0
40944,NCIH441_LUNG,PTK2,AKT1,PTK2;AKT1,0.08,0
40945,NCIH441_LUNG,PTK2,CRKL,PTK2;CRKL,0.32,0
40946,NCIH441_LUNG,PTK2,RHOA,PTK2;RHOA,0.09,0
40947,NCIH441_LUNG,PTK2,CTTN,PTK2;CTTN,0.19,0
40948,NCIH441_LUNG,PTK2,ARHGEF2,PTK2;ARHGEF2,0.17,0
40949,NCIH441_LUNG,PTK2,ARHGEF12,PTK2;ARHGEF12,0.27,0
40950,NCIH441_LUNG,PTK2,CDC42,PTK2;CDC42,0.27,0
40951,NCIH441_LUNG,PTK2,STAT1,PTK2;STAT1,0.17,0
40952,NCIH441_LUNG,PTK2,SHC1,PTK2;SHC1,0.25,0
40953,NCIH441_LUNG,PTK2,IGF1R,PTK2;IGF1R,0.32,0
40954,NCIH441_LUNG,PTK2,SRC,PTK2;SRC,0.25,0
40955,NCIH441_LUNG,PTK2,NCK1,PTK2;NCK1,0.23,0
40956,NCIH441_LUNG,TIMELESS,RPA3,TIMELESS;RPA3,-0.05,0
40957,NCIH441_LUNG,TIMELESS,SMARCC1,TIMELESS;SMARCC1,-0.68,0
40958,NCIH441_LUNG,TIMELESS,RPA1,TIMELESS;RPA1,0.03,0
40959,NCIH441_LUNG,TIMELESS,RPA2,TIMELESS;RPA2,0.27,0
40960,NCIH441_LUNG,TIMELESS,TP53BP1,TIMELESS;TP53BP1,0.09,0
40961,NCIH441_LUNG,TIMELESS,CHEK1,TIMELESS;CHEK1,-0.09,0
40962,NCIH441_LUNG,TIMELESS,CDC45,TIMELESS;CDC45,-0.24,0
40963,NCIH441_LUNG,AKT1,FKBP4,AKT1;FKBP4,-0.18,0
40964,NCIH441_LUNG,AKT1,STUB1,AKT1;STUB1,-0.14,0
40965,NCIH441_LUNG,AKT1,CCND1,AKT1;CCND1,0.03,0
40966,NCIH441_LUNG,AKT1,HSPB1,AKT1;HSPB1,-0.16,0
40967,NCIH441_LUNG,AKT1,RHEB,AKT1;RHEB,-0.26,0
40968,NCIH441_LUNG,AKT1,AXIN1,AKT1;AXIN1,-0.27,0
40969,NCIH441_LUNG,AKT1,PIK3R3,AKT1;PIK3R3,0.03,0
40970,NCIH441_LUNG,AKT1,PIK3CA,AKT1;PIK3CA,0.01,0
40971,NCIH441_LUNG,AKT1,STAT3,AKT1;STAT3,0.09,0
40972,NCIH441_LUNG,AKT1,PXN,AKT1;PXN,-0.05,0
40973,NCIH441_LUNG,AKT1,IQGAP1,AKT1;IQGAP1,-0.08,0
40974,NCIH441_LUNG,AKT1,RASA1,AKT1;RASA1,-0.19,0
40975,NCIH441_LUNG,AKT1,PAK1,AKT1;PAK1,-0.07,0
40976,NCIH441_LUNG,AKT1,EZH2,AKT1;EZH2,-0.17,0
40977,NCIH441_LUNG,AKT1,SMAD3,AKT1;SMAD3,0.02,0
40978,NCIH441_LUNG,AKT1,FOXO3,AKT1;FOXO3,0.07,0
40979,NCIH441_LUNG,AKT1,EIF4EBP1,AKT1;EIF4EBP1,-0.21,0
40980,NCIH441_LUNG,AKT1,STAT1,AKT1;STAT1,0.03,0
40981,NCIH441_LUNG,AKT1,BECN1,AKT1;BECN1,-0.09,0
40982,NCIH441_LUNG,AKT1,MAPKAPK2,AKT1;MAPKAPK2,-0.13,0
40983,NCIH441_LUNG,AKT1,JUN,AKT1;JUN,0.1,0
40984,NCIH441_LUNG,AKT1,SRC,AKT1;SRC,0.09,0
40985,NCIH441_LUNG,AKT1,CTTN,AKT1;CTTN,-0.03,0
40986,NCIH441_LUNG,AKT1,RPS6,AKT1;RPS6,-0.38,0
40987,NCIH441_LUNG,AKT1,BAD,AKT1;BAD,0.02,0
40988,NCIH441_LUNG,AKT1,ILK,AKT1;ILK,-0.08,0
40989,NCIH441_LUNG,AKT1,GAPDH,AKT1;GAPDH,-0.43,0
40990,NCIH441_LUNG,AKT1,CDKN1A,AKT1;CDKN1A,-0.09,0
40991,NCIH441_LUNG,AKT1,CREB1,AKT1;CREB1,-0.05,0
40992,NCIH441_LUNG,AKT1,RHOA,AKT1;RHOA,-0.23,0
40993,NCIH441_LUNG,AKT1,TRIB3,AKT1;TRIB3,0.03,0
40994,NCIH441_LUNG,AKT1,BRCA1,AKT1;BRCA1,-0.19,0
40995,NCIH441_LUNG,AKT1,IKBKB,AKT1;IKBKB,-0.04,0
40996,NCIH441_LUNG,AKT1,HSPA8,AKT1;HSPA8,-0.2,0
40997,NCIH441_LUNG,AKT1,HIF1A,AKT1;HIF1A,0.06,0
40998,NCIH441_LUNG,AKT1,MYC,AKT1;MYC,-0.05,0
40999,NCIH441_LUNG,AKT1,CDC42,AKT1;CDC42,-0.07,0
41000,NCIH441_LUNG,HAT1,ORC1,HAT1;ORC1,0.26,0
41001,NCIH441_LUNG,SDHB,TRAP1,SDHB;TRAP1,0.46,0
41002,NCIH441_LUNG,SDHB,CYCS,SDHB;CYCS,-0.26,0
41003,NCIH441_LUNG,FBXL12,SKP1,FBXL12;SKP1,-0.65,0
41004,NCIH441_LUNG,RFC2,RAD9A,RFC2;RAD9A,0.28,0
41005,NCIH441_LUNG,RFC2,TOPBP1,RFC2;TOPBP1,0.13,0
41006,NCIH441_LUNG,RFC2,RPA1,RFC2;RPA1,0.34,0
41007,NCIH441_LUNG,RFC2,RFC5,RFC2;RFC5,0.16,0
41008,NCIH441_LUNG,RFC2,RPA2,RFC2;RPA2,0.12,0
41009,NCIH441_LUNG,RFC2,PCNA,RFC2;PCNA,-0.14,0
41010,NCIH441_LUNG,RFC2,RPA3,RFC2;RPA3,0.25,0
41011,NCIH441_LUNG,RFC2,CHEK1,RFC2;CHEK1,-0.11,0
41012,NCIH441_LUNG,RFC2,BRCA1,RFC2;BRCA1,-0.21,0
41013,NCIH441_LUNG,USP14,USP7,USP14;USP7,-1.33,0
41014,NCIH441_LUNG,USP14,PSMD4,USP14;PSMD4,-0.06,0
41015,NCIH441_LUNG,APP,APPBP2,APP;APPBP2,0.09,0
41016,NCIH441_LUNG,APP,HSD17B10,APP;HSD17B10,-0.11,0
41017,NCIH441_LUNG,APP,ADAM10,APP;ADAM10,0.2,0
41018,NCIH441_LUNG,APP,IDE,APP;IDE,0.2,0
41019,NCIH441_LUNG,APP,TNFRSF21,APP;TNFRSF21,0.2,0
41020,NCIH441_LUNG,APP,SRC,APP;SRC,-0.27,0
41021,NCIH441_LUNG,APP,SHC1,APP;SHC1,-0.11,0
41022,NCIH441_LUNG,APP,HSPD1,APP;HSPD1,-0.06,0
41023,NCIH441_LUNG,APP,GAPDH,APP;GAPDH,-0.64,0
41024,NCIH441_LUNG,PRKCD,PIK3R3,PRKCD;PIK3R3,0.03,0
41025,NCIH441_LUNG,PRKCD,PIK3CA,PRKCD;PIK3CA,0.05,0
41026,NCIH441_LUNG,PRKCD,MAPK9,PRKCD;MAPK9,-0.19,0
41027,NCIH441_LUNG,PRKCD,STAT1,PRKCD;STAT1,-0.03,0
41028,NCIH441_LUNG,PRKCD,SHC1,PRKCD;SHC1,-0.1,0
41029,NCIH441_LUNG,PRKCD,ELAVL1,PRKCD;ELAVL1,-0.4,0
41030,NCIH441_LUNG,PRKCD,SRC,PRKCD;SRC,-0.12,0
41031,NCIH441_LUNG,FBXO7,SKP1,FBXO7;SKP1,-0.57,0
41032,NCIH441_LUNG,FBXO7,PSMF1,FBXO7;PSMF1,0.09,0
41033,NCIH441_LUNG,DDB2,COPS7A,DDB2;COPS7A,-0.57,0
41034,NCIH441_LUNG,RHEB,BNIP3L,RHEB;BNIP3L,0.25,0
41035,NCIH441_LUNG,RHEB,GAPDH,RHEB;GAPDH,-0.02,0
41036,NCIH441_LUNG,RHEB,RPS6,RHEB;RPS6,0.22,0
41037,NCIH441_LUNG,RHEB,EIF4EBP1,RHEB;EIF4EBP1,0.43,0
41038,NCIH441_LUNG,MRPL19,OXA1L,MRPL19;OXA1L,0.35,0
41039,NCIH441_LUNG,MRPL19,PSMG1,MRPL19;PSMG1,0.2,0
41040,NCIH441_LUNG,MRPL19,MRPS2,MRPL19;MRPS2,0.38,0
41041,NCIH441_LUNG,MRPL19,POLR1C,MRPL19;POLR1C,0.06,0
41042,NCIH441_LUNG,MRPL19,RPS5,MRPL19;RPS5,-0.45,0
41043,NCIH441_LUNG,NPC1,TMEM97,NPC1;TMEM97,0.31,0
41044,NCIH441_LUNG,GADD45A,GADD45B,GADD45A;GADD45B,0.43,0
41045,NCIH441_LUNG,GADD45A,AURKA,GADD45A;AURKA,-0.02,0
41046,NCIH441_LUNG,GADD45A,CCNB1,GADD45A;CCNB1,0.03,0
41047,NCIH441_LUNG,GADD45A,CCNB2,GADD45A;CCNB2,-0.01,0
41048,NCIH441_LUNG,GADD45A,MAP3K4,GADD45A;MAP3K4,0.21,0
41049,NCIH441_LUNG,GADD45A,CDK1,GADD45A;CDK1,0.03,0
41050,NCIH441_LUNG,GADD45A,CDKN1A,GADD45A;CDKN1A,0.11,0
41051,NCIH441_LUNG,GADD45A,PCNA,GADD45A;PCNA,-0.04,0
41052,NCIH441_LUNG,CHEK2,PLK1,CHEK2;PLK1,-0.46,0
41053,NCIH441_LUNG,CHEK2,CDC25A,CHEK2;CDC25A,-0.35,0
41054,NCIH441_LUNG,CHEK2,RAD9A,CHEK2;RAD9A,0.02,0
41055,NCIH441_LUNG,CHEK2,RAD51C,CHEK2;RAD51C,0.18,0
41056,NCIH441_LUNG,CHEK2,TP53BP1,CHEK2;TP53BP1,-0.03,0
41057,NCIH441_LUNG,CHEK2,BRCA1,CHEK2;BRCA1,-0.18,0
41058,NCIH441_LUNG,CHEK2,CHEK1,CHEK2;CHEK1,-0.21,0
41059,NCIH441_LUNG,CHEK2,CDC45,CHEK2;CDC45,-0.38,0
41060,NCIH441_LUNG,PAFAH1B1,CDK1,PAFAH1B1;CDK1,-0.37,0
41061,NCIH441_LUNG,PAFAH1B1,PAFAH1B3,PAFAH1B1;PAFAH1B3,0.5,0
41062,NCIH441_LUNG,FHL2,STXBP2,FHL2;STXBP2,0.67,0
41063,NCIH441_LUNG,TUBB6,ARHGEF2,TUBB6;ARHGEF2,-14.54,0
41064,NCIH441_LUNG,FBXO21,SKP1,FBXO21;SKP1,-0.37,0
41065,NCIH441_LUNG,KIF20A,AURKA,KIF20A;AURKA,0.4,0
41066,NCIH441_LUNG,KIF20A,CCNB1,KIF20A;CCNB1,0.27,0
41067,NCIH441_LUNG,KIF20A,CENPE,KIF20A;CENPE,0.41,0
41068,NCIH441_LUNG,KIF20A,CCNB2,KIF20A;CCNB2,0.35,0
41069,NCIH441_LUNG,KIF20A,MELK,KIF20A;MELK,0.46,0
41070,NCIH441_LUNG,KIF20A,PLK1,KIF20A;PLK1,0.28,0
41071,NCIH441_LUNG,KIF20A,BIRC5,KIF20A;BIRC5,0.39,0
41072,NCIH441_LUNG,KIF20A,AURKB,KIF20A;AURKB,0.44,0
41073,NCIH441_LUNG,KIF20A,UBE2C,KIF20A;UBE2C,0.46,0
41074,NCIH441_LUNG,KIF20A,KIF14,KIF20A;KIF14,0.38,0
41075,NCIH441_LUNG,KIF20A,CDC20,KIF20A;CDC20,0.39,0
41076,NCIH441_LUNG,KIF20A,CCNA2,KIF20A;CCNA2,0.21,0
41077,NCIH441_LUNG,KIF20A,NUSAP1,KIF20A;NUSAP1,0.43,0
41078,NCIH441_LUNG,KIF20A,CDK1,KIF20A;CDK1,0.24,0
41079,NCIH441_LUNG,KIF20A,TOP2A,KIF20A;TOP2A,0.43,0
41080,NCIH441_LUNG,PCCB,ACAA1,PCCB;ACAA1,-0.01,0
41081,NCIH441_LUNG,TOP2A,AURKA,TOP2A;AURKA,0.46,0
41082,NCIH441_LUNG,TOP2A,CCNB1,TOP2A;CCNB1,0.41,0
41083,NCIH441_LUNG,TOP2A,CENPE,TOP2A;CENPE,0.51,0
41084,NCIH441_LUNG,TOP2A,CCNB2,TOP2A;CCNB2,0.47,0
41085,NCIH441_LUNG,TOP2A,MELK,TOP2A;MELK,0.5,0
41086,NCIH441_LUNG,TOP2A,PLK1,TOP2A;PLK1,0.39,0
41087,NCIH441_LUNG,TOP2A,BIRC5,TOP2A;BIRC5,0.45,0
41088,NCIH441_LUNG,TOP2A,AURKB,TOP2A;AURKB,0.51,0
41089,NCIH441_LUNG,TOP2A,SMC4,TOP2A;SMC4,0.33,0
41090,NCIH441_LUNG,TOP2A,UBE2C,TOP2A;UBE2C,0.49,0
41091,NCIH441_LUNG,TOP2A,KIF14,TOP2A;KIF14,0.55,0
41092,NCIH441_LUNG,TOP2A,CDC20,TOP2A;CDC20,0.45,0
41093,NCIH441_LUNG,TOP2A,CDK1,TOP2A;CDK1,0.39,0
41094,NCIH441_LUNG,TOP2A,CHEK1,TOP2A;CHEK1,0.28,0
41095,NCIH441_LUNG,TOP2A,CDC45,TOP2A;CDC45,0.37,0
41096,NCIH441_LUNG,TOP2A,CCNA2,TOP2A;CCNA2,0.36,0
41097,NCIH441_LUNG,TOP2A,NUSAP1,TOP2A;NUSAP1,0.51,0
41098,NCIH441_LUNG,BAD,BAX,BAD;BAX,-0.14,0
41099,NCIH441_LUNG,BAD,MAPK9,BAD;MAPK9,-0.0,0
41100,NCIH441_LUNG,NFKBIE,NFKBIA,NFKBIE;NFKBIA,-1.02,0
41101,NCIH441_LUNG,NFKBIE,NFKB2,NFKBIE;NFKB2,0.47,0
41102,NCIH441_LUNG,NFKBIE,NFKBIB,NFKBIE;NFKBIB,-0.82,0
41103,NCIH441_LUNG,NFKBIE,IKBKB,NFKBIE;IKBKB,-1.76,0
41104,NCIH441_LUNG,FDFT1,HMGCR,FDFT1;HMGCR,0.09,0
41105,NCIH441_LUNG,FDFT1,HMGCS1,FDFT1;HMGCS1,-0.08,0
41106,NCIH441_LUNG,FDFT1,DHDDS,FDFT1;DHDDS,0.2,0
41107,NCIH441_LUNG,FDFT1,NSDHL,FDFT1;NSDHL,0.08,0
41108,NCIH441_LUNG,FDFT1,GAPDH,FDFT1;GAPDH,-0.68,0
41109,NCIH441_LUNG,CCND1,HSPA8,CCND1;HSPA8,-0.05,0
41110,NCIH441_LUNG,CCND1,RB1,CCND1;RB1,0.28,0
41111,NCIH441_LUNG,CCND1,CDK1,CCND1;CDK1,0.13,0
41112,NCIH441_LUNG,CCND1,CDK2,CCND1;CDK2,0.24,0
41113,NCIH441_LUNG,CCND1,SKP1,CCND1;SKP1,0.18,0
41114,NCIH441_LUNG,CCND1,ERBB2,CCND1;ERBB2,0.18,0
41115,NCIH441_LUNG,CCND1,MYC,CCND1;MYC,0.25,0
41116,NCIH441_LUNG,CCND1,BRCA1,CCND1;BRCA1,0.24,0
41117,NCIH441_LUNG,CCND1,CCND3,CCND1;CCND3,0.38,0
41118,NCIH441_LUNG,CCND1,CDKN1A,CCND1;CDKN1A,0.34,0
41119,NCIH441_LUNG,CCND1,JUN,CCND1;JUN,0.2,0
41120,NCIH441_LUNG,CCND1,STAT3,CCND1;STAT3,0.21,0
41121,NCIH441_LUNG,CCND1,SRC,CCND1;SRC,0.05,0
41122,NCIH441_LUNG,CCND1,ELAVL1,CCND1;ELAVL1,0.12,0
41123,NCIH441_LUNG,CCND1,CREB1,CCND1;CREB1,0.01,0
41124,NCIH441_LUNG,CCND1,CDC25A,CCND1;CDC25A,0.29,0
41125,NCIH441_LUNG,CCND1,HIF1A,CCND1;HIF1A,0.29,0
41126,NCIH441_LUNG,CCND1,PCNA,CCND1;PCNA,0.11,0
41127,NCIH441_LUNG,MTF2,SUZ12,MTF2;SUZ12,0.05,0
41128,NCIH441_LUNG,MTF2,EZH2,MTF2;EZH2,-0.57,0
41129,NCIH441_LUNG,AXIN1,PPP2R5A,AXIN1;PPP2R5A,-0.69,0
41130,NCIH441_LUNG,AXIN1,CSNK1A1,AXIN1;CSNK1A1,-0.62,0
41131,NCIH441_LUNG,AXIN1,CSNK1E,AXIN1;CSNK1E,-0.67,0
41132,NCIH441_LUNG,CSNK1E,BHLHE40,CSNK1E;BHLHE40,0.01,0
41133,NCIH441_LUNG,CSNK1E,PLK1,CSNK1E;PLK1,-0.04,0
41134,NCIH441_LUNG,CSNK1E,FOXO3,CSNK1E;FOXO3,0.02,0
41135,NCIH441_LUNG,SMAD3,STUB1,SMAD3;STUB1,-0.16,0
41136,NCIH441_LUNG,SMAD3,SKP1,SMAD3;SKP1,-0.08,0
41137,NCIH441_LUNG,SMAD3,STAT3,SMAD3;STAT3,0.12,0
41138,NCIH441_LUNG,SMAD3,MYC,SMAD3;MYC,0.14,0
41139,NCIH441_LUNG,SMAD3,BRCA1,SMAD3;BRCA1,0.0,0
41140,NCIH441_LUNG,SMAD3,CDKN1A,SMAD3;CDKN1A,0.16,0
41141,NCIH441_LUNG,SMAD3,JUN,SMAD3;JUN,0.13,0
41142,NCIH441_LUNG,SMAD3,CREB1,SMAD3;CREB1,-0.07,0
41143,NCIH441_LUNG,SMAD3,HIF1A,SMAD3;HIF1A,0.13,0
41144,NCIH441_LUNG,SMAD3,FOXO3,SMAD3;FOXO3,0.12,0
41145,NCIH441_LUNG,SMAD3,MAPK9,SMAD3;MAPK9,-0.07,0
41146,NCIH441_LUNG,MKNK1,EIF4G1,MKNK1;EIF4G1,-0.67,0
41147,NCIH441_LUNG,POLR1C,TBP,POLR1C;TBP,-0.76,0
41148,NCIH441_LUNG,POLR1C,RRS1,POLR1C;RRS1,-0.43,0
41149,NCIH441_LUNG,POLR1C,POLR2K,POLR1C;POLR2K,-0.51,0
41150,NCIH441_LUNG,POLR1C,MRPS2,POLR1C;MRPS2,0.09,0
41151,NCIH441_LUNG,POLR1C,RPS5,POLR1C;RPS5,-0.36,0
41152,NCIH441_LUNG,PARP2,CASP7,PARP2;CASP7,0.32,0
41153,NCIH441_LUNG,RAD9A,RPA1,RAD9A;RPA1,0.15,0
41154,NCIH441_LUNG,RAD9A,TOPBP1,RAD9A;TOPBP1,0.28,0
41155,NCIH441_LUNG,RAD9A,TP53BP1,RAD9A;TP53BP1,0.15,0
41156,NCIH441_LUNG,RAD9A,RFC5,RAD9A;RFC5,-0.03,0
41157,NCIH441_LUNG,RAD9A,BRCA1,RAD9A;BRCA1,-0.21,0
41158,NCIH441_LUNG,RAD9A,CHEK1,RAD9A;CHEK1,-0.09,0
41159,NCIH441_LUNG,BECN1,PIK3C3,BECN1;PIK3C3,-0.06,0
41160,NCIH441_LUNG,BECN1,ERBB2,BECN1;ERBB2,-0.14,0
41161,NCIH441_LUNG,BECN1,ATG3,BECN1;ATG3,0.16,0
41162,NCIH441_LUNG,BECN1,SQSTM1,BECN1;SQSTM1,-0.06,0
41163,NCIH441_LUNG,BECN1,BIRC2,BECN1;BIRC2,-0.08,0
41164,NCIH441_LUNG,BECN1,ABL1,BECN1;ABL1,0.06,0
41165,NCIH441_LUNG,BECN1,BNIP3L,BECN1;BNIP3L,-0.14,0
41166,NCIH441_LUNG,HIF1A,XBP1,HIF1A;XBP1,-0.15,0
41167,NCIH441_LUNG,HIF1A,STAT3,HIF1A;STAT3,0.28,0
41168,NCIH441_LUNG,HIF1A,FOXO3,HIF1A;FOXO3,0.29,0
41169,NCIH441_LUNG,HIF1A,JUN,HIF1A;JUN,0.32,0
41170,NCIH441_LUNG,HIF1A,SRC,HIF1A;SRC,0.04,0
41171,NCIH441_LUNG,HIF1A,HSPA8,HIF1A;HSPA8,-0.11,0
41172,NCIH441_LUNG,HIF1A,MYC,HIF1A;MYC,0.26,0
41173,NCIH441_LUNG,ITGB5,PXN,ITGB5;PXN,0.24,0
41174,NCIH441_LUNG,ITGB5,SRC,ITGB5;SRC,0.07,0
41175,NCIH441_LUNG,ALDOA,PFKL,ALDOA;PFKL,0.54,0
41176,NCIH441_LUNG,ALDOA,PGAM1,ALDOA;PGAM1,0.51,0
41177,NCIH441_LUNG,ALDOA,GAPDH,ALDOA;GAPDH,0.25,0
41178,NCIH441_LUNG,ALDOA,DERA,ALDOA;DERA,0.59,0
41179,NCIH441_LUNG,ALDOA,HK1,ALDOA;HK1,0.37,0
41180,NCIH441_LUNG,GFPT1,XBP1,GFPT1;XBP1,-0.4,0
41181,NCIH441_LUNG,GFPT1,GNPDA1,GFPT1;GNPDA1,0.32,0
41182,NCIH441_LUNG,GFPT1,HK1,GFPT1;HK1,-0.63,0
41183,NCIH441_LUNG,SMC4,CCNB1,SMC4;CCNB1,0.16,0
41184,NCIH441_LUNG,SMC4,CENPE,SMC4;CENPE,0.3,0
